mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.011959457397460937,0.004239731763026102,0.006741571426391602,0.00033846301202464083,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-0.6546536707079771,-0.6813851438692469,-0.6648039453209388,-0.6959202057243532,-0.6595282999806273,-0.6712582531206286,0.015269105208892282,1
0.010570955276489259,0.0017286908072649083,0.006605100631713867,0.0005548148261845267,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-0.6648039453209388,-0.6846531968814576,-0.6408699444616557,-0.6959202057243532,-0.6861865766227285,-0.6744867738022268,0.019613678546035625,4
0.010062456130981445,0.0024111735265811797,0.006431770324707031,0.00039893612436390987,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-0.6714855598915417,-0.6911429457272724,-0.6267831705280087,-0.6959202057243532,-0.6861865766227285,-0.6743036916987808,0.025132365221739065,3
0.010233068466186523,0.001145093113456767,0.006392526626586914,0.00029701364796431653,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-0.6911429457272724,-0.6911429457272724,-0.6443435197381684,-0.6796200468436381,-0.6796200468436381,-0.6771739009759979,0.017205055152245192,7
0.00982213020324707,0.00116184762681785,0.00760340690612793,0.0011863533897280374,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-0.6943650748294136,-0.7039429765866795,-0.6512350903146596,-0.6861865766227285,-0.6763128737049247,-0.6824085184116812,0.018054945903094873,13
0.008996057510375976,0.00046086259290307617,0.006265830993652344,0.00020023098034013473,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-0.6781013409302687,-0.6943650748294136,-0.6648039453209388,-0.6861865766227285,-0.6662928697958632,-0.6779499614998425,0.01136684844984003,8
0.008772802352905274,0.0002776937411229982,0.007491779327392578,0.001995752457819205,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-0.6879057244377936,-0.7007648882267351,-0.6303343783829568,-0.6861865766227285,-0.6662928697958632,-0.6742968874932155,0.02459222120907047,2
0.008872079849243163,0.0005319859437278297,0.006682348251342773,0.000804658153662352,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-0.6714855598915417,-0.6911429457272724,-0.6648039453209388,-0.6861865766227285,-0.6894463886843959,-0.6806130832493754,0.010518646697961964,11
0.009920835494995117,0.00310775133654075,0.005995893478393554,0.0015238018248716625,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-0.6648039453209388,-0.6781013409302687,-0.6580544918817243,-0.7086904489735752,-0.6629192133345297,-0.6745138880882073,0.018333239356504695,5
0.00815882682800293,0.0009130131402342805,0.006085062026977539,0.00017691202232458978,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-0.6648039453209388,-0.6879057244377936,-0.6443435197381684,-0.7149900435193756,-0.6662928697958632,-0.6756672205624279,0.024013033198683795,6
0.009754180908203125,0.0024637710889159237,0.006061363220214844,0.00014299577595040878,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-0.6846531968814576,-0.6846531968814576,-0.6512350903146596,-0.705519558576254,-0.6662928697958632,-0.6784707824899384,0.01842913600273017,9
0.010060977935791016,0.002218971383067683,0.006291532516479492,0.000544773412585952,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-0.6813851438692469,-0.6943650748294136,-0.6580544918817243,-0.7086904489735752,-0.6991346348652464,-0.6883259588838413,0.017507412613044913,14
0.00833268165588379,0.0015448822885667454,0.005702972412109375,0.0007195162087037082,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-0.6781013409302687,-0.7007648882267351,-0.6303343783829568,-0.7118472149268431,-0.6829112043336852,-0.6807918053600979,0.0280037315033793,12
0.007278966903686524,0.0016090077220865494,0.0048482418060302734,0.0008958232467516492,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-0.6879057244377936,-0.6879057244377936,-0.6373774391990981,-0.6926908601986103,-0.6926908601986103,-0.6797141216943812,0.02127623500590487,10
