mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0017790794372558594,0.00044176341698062355,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,8
0.05872678756713867,0.008499645904572566,0.009728813171386718,0.003773038652960136,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",-0.6512350903146596,-0.674801558131828,-0.6813851438692469,-0.6829112043336852,-0.6662928697958632,-0.6713251732890566,0.011631507962273881,1
0.0021404743194580076,0.0003854512040171172,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,9
0.0592529296875,0.010935203854254921,0.011958694458007813,0.003603030319171806,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",-0.6614378277661477,-0.6975723208794503,-0.6813851438692469,-0.6861865766227285,-0.6662928697958632,-0.6785749477866874,0.013200489402721317,7
0.0018885612487792968,0.0001210880433516933,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,10
0.055835723876953125,0.010885015018604739,0.009766530990600587,0.0030974066414732283,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",-0.674801558131828,-0.6943650748294136,-0.6681531047810609,-0.6796200468436381,-0.6629192133345297,-0.675971799584094,0.01081197247128153,6
0.0023645877838134764,0.0005688359603170613,0.0,0.0,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",,,,,,,,11
0.059694766998291016,0.008060249103917715,0.009179973602294922,0.0021665217871632792,1.0,l2,"{'C': 1.0, 'penalty': 'l2'}",-0.674801558131828,-0.6879057244377936,-0.6681531047810609,-0.6763128737049247,-0.652693625378604,-0.6719733772868424,0.011549656596233228,2
0.00214080810546875,0.0004447157635709944,0.0,0.0,10.0,l1,"{'C': 10.0, 'penalty': 'l1'}",,,,,,,,12
0.05338602066040039,0.007805818578418567,0.010056686401367188,0.0031672170212324433,10.0,l2,"{'C': 10.0, 'penalty': 'l2'}",-0.6781013409302687,-0.6879057244377936,-0.6714855598915417,-0.6763128737049247,-0.652693625378604,-0.6732998248686265,0.011604932889374274,3
0.0018876075744628906,4.4773561862552516e-05,0.0,0.0,100.0,l1,"{'C': 100.0, 'penalty': 'l1'}",,,,,,,,13
0.046806859970092776,0.01713367414220647,0.007031869888305664,0.0029306914155776717,100.0,l2,"{'C': 100.0, 'penalty': 'l2'}",-0.6781013409302687,-0.6879057244377936,-0.6714855598915417,-0.6763128737049247,-0.652693625378604,-0.6732998248686265,0.011604932889374274,3
0.0019874095916748045,0.0002597397436988316,0.0,0.0,1000.0,l1,"{'C': 1000.0, 'penalty': 'l1'}",,,,,,,,14
0.04992671012878418,0.00776693634822054,0.007687139511108399,0.0030043008143537174,1000.0,l2,"{'C': 1000.0, 'penalty': 'l2'}",-0.6781013409302687,-0.6879057244377936,-0.6714855598915417,-0.6763128737049247,-0.652693625378604,-0.6732998248686265,0.011604932889374274,3
