mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0949312686920166,0.013926149491363884,0.01620616912841797,0.011913148752588504,20,{'n_estimators': 20},-0.6943650748294136,-0.6714855598915417,-0.6546536707079771,-0.6894463886843959,-0.6894463886843959,-0.679879416559545,0.014830261564231693,2
0.11804332733154296,0.024240010994776986,0.008971023559570312,0.0020274857663404905,40,{'n_estimators': 40},-0.6648039453209388,-0.674801558131828,-0.674801558131828,-0.6861865766227285,-0.6829112043336852,-0.6767009685082017,0.007447126567804798,1
0.1304422378540039,0.003744210647553294,0.008940935134887695,0.0012333399964188161,60,{'n_estimators': 60},-0.6681531047810609,-0.6813851438692469,-0.6781013409302687,-0.6861865766227285,-0.6894463886843959,-0.6806545109775402,0.007365304101217776,4
0.14258236885070802,0.0208591548090756,0.005897426605224609,0.0015791650913414045,80,{'n_estimators': 80},-0.6580544918817243,-0.6879057244377936,-0.6714855598915417,-0.6926908601986103,-0.6894463886843959,-0.6799166050188131,0.013167071914127864,3
