mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.008610248565673828,0.0008902198813192347,0.0052875041961669925,0.0013897816792538763,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-0.6681531047810609,-0.6879057244377936,-0.6681531047810609,-0.705519558576254,-0.6763128737049247,-0.6812088732562188,0.0141473264544087,12
0.009495258331298828,0.0012466856388622682,0.006194257736206054,0.0001387375391283552,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-0.6714855598915417,-0.674801558131828,-0.6477984695434662,-0.705519558576254,-0.6861865766227285,-0.6771583445531636,0.018897643365263513,5
0.009093236923217774,0.0009110185542839337,0.0059986114501953125,4.0474459314898804e-05,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-0.6781013409302687,-0.6943650748294136,-0.6303343783829568,-0.6991346348652464,-0.6926908601986103,-0.6789252578412992,0.025290516333968196,8
0.009185504913330079,0.000596551898267003,0.0066487789154052734,0.000842768514348299,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-0.674801558131828,-0.6813851438692469,-0.6408699444616557,-0.6991346348652464,-0.6829112043336852,-0.6758204971323324,0.019221715890230775,3
0.00951213836669922,0.0010907094336776336,0.006430196762084961,0.0009874468215533801,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-0.6781013409302687,-0.6943650748294136,-0.6648039453209388,-0.6959202057243532,-0.6796200468436381,-0.6825621227297225,0.01150352388811965,13
0.009130430221557618,0.00043214595448376795,0.006670904159545898,0.0009927862475447406,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-0.6714855598915417,-0.6879057244377936,-0.6614378277661477,-0.6926908601986103,-0.6763128737049247,-0.6779665691998036,0.011256367407708563,7
0.009198188781738281,0.00067411332699317,0.006711721420288086,0.0006361954860143548,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-0.6943650748294136,-0.6781013409302687,-0.6512350903146596,-0.6796200468436381,-0.6763128737049247,-0.675926885324581,0.013915230930493435,4
0.008539199829101562,0.0002611326330100463,0.007572650909423828,0.0006712454984623283,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-0.6681531047810609,-0.6879057244377936,-0.6681531047810609,-0.6861865766227285,-0.6894463886843959,-0.6799689798614079,0.009702592537914312,9
0.015645408630371095,0.007100598584569046,0.011798238754272461,0.005249959546769197,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-0.6714855598915417,-0.674801558131828,-0.6580544918817243,-0.7086904489735752,-0.6629192133345297,-0.6751902544426398,0.017778367127329178,2
0.016097164154052733,0.004547084934330776,0.01372838020324707,0.00407674185142426,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-0.674801558131828,-0.6911429457272724,-0.6546536707079771,-0.7118472149268431,-0.6561198621765698,-0.6777130503340981,0.02168861836589909,6
0.018094778060913086,0.005704132926040341,0.01872906684875488,0.011234631999094424,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-0.6846531968814576,-0.6943650748294136,-0.6512350903146596,-0.7086904489735752,-0.6662928697958632,-0.6810473361589938,0.020302563192202354,11
0.03359861373901367,0.009115240521474683,0.01123666763305664,0.004932020424929517,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-0.6879057244377936,-0.7007648882267351,-0.6681531047810609,-0.705519558576254,-0.6796200468436381,-0.6883926645730963,0.013661904182280065,14
0.05512003898620606,0.012963747707558777,0.028577709197998048,0.015432670058898328,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-0.6846531968814576,-0.6943650748294136,-0.6338656910463875,-0.7086904489735752,-0.6796200468436381,-0.6802388917148944,0.025216593581008365,10
0.053384923934936525,0.022705779084430295,0.014636087417602538,0.009118777734812825,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-0.6911429457272724,-0.6911429457272724,-0.6443435197381684,-0.6959202057243532,-0.652693625378604,-0.6750486484591341,0.02189167283917717,1
