mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.006789588928222656,0.0007070373547828302,0.005382442474365234,0.0006425798805944395,gini,4,"{'criterion': 'gini', 'max_depth': 4}",-0.6681531047810609,-0.6879057244377936,-0.6681531047810609,-0.705519558576254,-0.6763128737049247,-0.6812088732562188,0.0141473264544087,12
0.008150815963745117,0.00175280262834137,0.006287431716918946,0.0003063826835704405,gini,5,"{'criterion': 'gini', 'max_depth': 5}",-0.6714855598915417,-0.6781013409302687,-0.6477984695434662,-0.705519558576254,-0.6861865766227285,-0.6778183011128518,0.0188613982007247,3
0.008614730834960938,0.0006066231246406029,0.006226968765258789,0.0002880572207102889,gini,6,"{'criterion': 'gini', 'max_depth': 6}",-0.6781013409302687,-0.6943650748294136,-0.6338656910463875,-0.6991346348652464,-0.6926908601986103,-0.6796315203739853,0.023936783583339394,7
0.008690690994262696,0.00044642009683241665,0.006798076629638672,0.0010935252436144404,gini,7,"{'criterion': 'gini', 'max_depth': 7}",-0.6781013409302687,-0.6846531968814576,-0.6477984695434662,-0.6991346348652464,-0.6829112043336852,-0.6785197693108249,0.016886975210834206,4
0.008766937255859374,0.0005027455732811429,0.006453561782836914,0.000641984540138861,gini,8,"{'criterion': 'gini', 'max_depth': 8}",-0.6781013409302687,-0.6975723208794503,-0.6614378277661477,-0.6959202057243532,-0.6763128737049247,-0.6818689138010289,0.01346498616438813,13
0.008591794967651367,0.00017548835752867101,0.006064653396606445,0.00018584204446777617,gini,9,"{'criterion': 'gini', 'max_depth': 9}",-0.6781013409302687,-0.6879057244377936,-0.6614378277661477,-0.6926908601986103,-0.6763128737049247,-0.6792897254075491,0.010796203092770136,6
0.008685016632080078,0.0003562033447211772,0.006727170944213867,0.0016779458418756774,gini,10,"{'criterion': 'gini', 'max_depth': 10}",-0.6975723208794503,-0.6781013409302687,-0.6546536707079771,-0.6894463886843959,-0.6763128737049247,-0.6792173189814033,0.01452304367232474,5
0.00805368423461914,0.00020193637609418439,0.006304264068603516,0.0006402130650136329,entropy,4,"{'criterion': 'entropy', 'max_depth': 4}",-0.6681531047810609,-0.6879057244377936,-0.6681531047810609,-0.6861865766227285,-0.6894463886843959,-0.6799689798614079,0.009702592537914312,10
0.009171104431152344,0.001719852641107022,0.0069849491119384766,0.0012574493949316617,entropy,5,"{'criterion': 'entropy', 'max_depth': 5}",-0.6714855598915417,-0.6781013409302687,-0.6614378277661477,-0.7086904489735752,-0.6662928697958632,-0.6772016094714793,0.01668848206189351,2
0.008697986602783203,0.0005366911202793787,0.006424140930175781,0.0007343237492741233,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",-0.6813851438692469,-0.6911429457272724,-0.6546536707079771,-0.7118472149268431,-0.6595282999806273,-0.6797114550423934,0.020983038773809807,8
0.008846330642700195,0.0006805276922682231,0.007464027404785157,0.0018473847292228077,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",-0.6846531968814576,-0.6879057244377936,-0.6546536707079771,-0.7086904489735752,-0.6629192133345297,-0.6797644508670667,0.019189616187564026,9
0.009235000610351563,0.0002092879843152614,0.00683903694152832,0.0010678695924177767,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",-0.6911429457272724,-0.7007648882267351,-0.6681531047810609,-0.705519558576254,-0.6763128737049247,-0.6883786742032494,0.014209339267537894,14
0.009485578536987305,0.0006576786353266555,0.007385635375976562,0.000759001022707035,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",-0.6813851438692469,-0.6943650748294136,-0.6373774391990981,-0.7086904489735752,-0.6829112043336852,-0.6809458622410038,0.02388346869155632,11
0.008214759826660156,0.0016741432131462315,0.005040025711059571,0.0010678959689559354,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",-0.6943650748294136,-0.6943650748294136,-0.6408699444616557,-0.6959202057243532,-0.6561198621765698,-0.6763280324042812,0.023238628181521028,1
