mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0017198085784912109,0.0008609553721173088,0.0,0.0,0.001,l1,"{'C': 0.001, 'penalty': 'l1'}",,,,,,,,8
0.026134490966796875,0.002366125890403049,0.006598758697509766,0.00047183728080492983,0.001,l2,"{'C': 0.001, 'penalty': 'l2'}",-0.6648039453209388,-0.6879057244377936,-0.6813851438692469,-0.6926908601986103,-0.669649530182425,-0.6792870408018029,0.010592334815021564,2
0.0017782688140869141,4.4730426298558696e-05,0.0,0.0,0.01,l1,"{'C': 0.01, 'penalty': 'l1'}",,,,,,,,9
0.031394338607788085,0.0030951836411829484,0.006304216384887695,0.0003416589449054815,0.01,l2,"{'C': 0.01, 'penalty': 'l2'}",-0.674801558131828,-0.6781013409302687,-0.6714855598915417,-0.6861865766227285,-0.6595282999806273,-0.6740206671113989,0.008737579956817532,1
0.0018157958984375,0.00017970353408808834,0.0,0.0,0.1,l1,"{'C': 0.1, 'penalty': 'l1'}",,,,,,,,10
0.04160923957824707,0.012258565106236057,0.008176946640014648,0.0025662524258104604,0.1,l2,"{'C': 0.1, 'penalty': 'l2'}",-0.7007648882267351,-0.7071067811865476,-0.6648039453209388,-0.6829112043336852,-0.6662928697958632,-0.6843759377727541,0.017306037208579792,4
0.0020659446716308595,0.0004458218176923968,0.0,0.0,1.0,l1,"{'C': 1.0, 'penalty': 'l1'}",,,,,,,,11
0.046550750732421875,0.013298287456114239,0.009773921966552735,0.0032872194686194654,1.0,l2,"{'C': 1.0, 'penalty': 'l2'}",-0.6943650748294136,-0.7071067811865476,-0.6648039453209388,-0.6829112043336852,-0.669649530182425,-0.6837673071706021,0.015599342027711873,3
0.001952981948852539,0.00022148583491674593,0.0,0.0,10.0,l1,"{'C': 10.0, 'penalty': 'l1'}",,,,,,,,12
0.045865774154663086,0.016026162435866187,0.01100764274597168,0.004914079247692131,10.0,l2,"{'C': 10.0, 'penalty': 'l2'}",-0.7007648882267351,-0.7007648882267351,-0.6614378277661477,-0.6796200468436381,-0.6796200468436381,-0.6844415395813789,0.014890048782419002,5
0.002127408981323242,0.00038775989002113557,0.0,0.0,100.0,l1,"{'C': 100.0, 'penalty': 'l1'}",,,,,,,,13
0.049582290649414065,0.01493461486339581,0.008616876602172852,0.0023383574728927893,100.0,l2,"{'C': 100.0, 'penalty': 'l2'}",-0.7007648882267351,-0.7007648882267351,-0.6614378277661477,-0.6796200468436381,-0.6796200468436381,-0.6844415395813789,0.014890048782419002,5
0.0021180152893066407,0.00019936461791705937,0.0,0.0,1000.0,l1,"{'C': 1000.0, 'penalty': 'l1'}",,,,,,,,14
0.039588212966918945,0.011371691210291388,0.005806970596313477,0.0010300915851760284,1000.0,l2,"{'C': 1000.0, 'penalty': 'l2'}",-0.7007648882267351,-0.7007648882267351,-0.6614378277661477,-0.6796200468436381,-0.6796200468436381,-0.6844415395813789,0.014890048782419002,5
